Entry	Status	yourlist:M201904245C475328CEF75220C360D524E9D456CE077D18J
Q3E802	reviewed	YGL006W-A
Q8TGU0	reviewed	YGL007C-A
P05030	reviewed	YGL008C
P07264	reviewed	YGL009C
P25338	reviewed	YGL010W
P21243	reviewed	YGL011C
P25340	reviewed	YGL012W
P12383	reviewed	YGL013C
P25339	reviewed	YGL014W
P33199	reviewed	YGL015C
P32767	reviewed	YGL016W
P16639	reviewed	YGL017W
P53193	reviewed	YGL018C
P43639	reviewed	YGL019W
P53192	reviewed	YGL020C
P43633	reviewed	YGL021W
P39007	reviewed	YGL022W
P53191	reviewed	YGL023C
P40356	reviewed	YGL025C
P00931	reviewed	YGL026C
P53008	reviewed	YGL027C
P53189	reviewed	YGL028C
P53188	reviewed	YGL029W
P14120	reviewed	YGL030W
P04449	reviewed	YGL031C
P32781	reviewed	YGL032C
P53187	reviewed	YGL033W
P27705	reviewed	YGL035C
P53185	reviewed	YGL036W
P53184	reviewed	YGL037C
P31755	reviewed	YGL038C
P53183	reviewed	YGL039W
P05373	reviewed	YGL040C
Q3E750	reviewed	YGL041C-B
P0C5N3	reviewed	YGL041W-A
P07273	reviewed	YGL043W
P25299	reviewed	YGL044C
P53179	reviewed	YGL045W
P53178	reviewed	YGL047W
Q01939	reviewed	YGL048C
P39936	reviewed	YGL049C
P53177	reviewed	YGL050W
P53176	reviewed	YGL051W
P53174	reviewed	YGL053W
P53173	reviewed	YGL054C
P21147	reviewed	YGL055W
P53172	reviewed	YGL056C
P53171	reviewed	YGL057C
P06104	reviewed	YGL058W
P53170	reviewed	YGL059W
P53169	reviewed	YGL060W
P53168	reviewed	YGL061C
P11154	reviewed	YGL062W
P53167	reviewed	YGL063W
P53166	reviewed	YGL064C
P43636	reviewed	YGL065C
P53165	reviewed	YGL066W
P53164	reviewed	YGL067W
P53163	reviewed	YGL068W
P27999	reviewed	YGL070C
P22149	reviewed	YGL071W
P10961	reviewed	YGL073W
P53159	reviewed	YGL075C
P05737	reviewed	YGL076C
P19807	reviewed	YGL077C
P20447	reviewed	YGL078C
P53158	reviewed	YGL079W
P53157	reviewed	YGL080W
P53156	reviewed	YGL081W
P53155	reviewed	YGL082W
P53009	reviewed	YGL083W
P53154	reviewed	YGL084C
P53153	reviewed	YGL085W
P40957	reviewed	YGL086W
P53152	reviewed	YGL087C
P32435	reviewed	YGL089C
P53150	reviewed	YGL090W
P52920	reviewed	YGL091C
P49687	reviewed	YGL092W
P53148	reviewed	YGL093W
P53010	reviewed	YGL094C
P38932	reviewed	YGL095C
P53147	reviewed	YGL096W
P21827	reviewed	YGL097W
P53146	reviewed	YGL098W
P53145	reviewed	YGL099W
P53011	reviewed	YGL100W
P53144	reviewed	YGL101W
P02406	reviewed	YGL103W
P53142	reviewed	YGL104C
P46672	reviewed	YGL105W
P53141	reviewed	YGL106W
P53140	reviewed	YGL107C
P53139	reviewed	YGL108C
P53137	reviewed	YGL110C
P53136	reviewed	YGL111W
P53040	reviewed	YGL112C
P53135	reviewed	YGL113W
P53134	reviewed	YGL114W
P12904	reviewed	YGL115W
P26309	reviewed	YGL116W
P53133	reviewed	YGL117W
P27697	reviewed	YGL119W
P53131	reviewed	YGL120C
P53130	reviewed	YGL121C
P32505	reviewed	YGL122C
P25443	reviewed	YGL123W
P53129	reviewed	YGL124C
P53128	reviewed	YGL125W
P53012	reviewed	YGL126W
P38633	reviewed	YGL127C
P52868	reviewed	YGL128C
Q01163	reviewed	YGL129C
Q01159	reviewed	YGL130W
P53127	reviewed	YGL131C
P53125	reviewed	YGL133W
P53124	reviewed	YGL134W
P53123	reviewed	YGL136C
P41811	reviewed	YGL137W
P53122	reviewed	YGL138C
P53121	reviewed	YGL139W
P53120	reviewed	YGL140C
P53119	reviewed	YGL141W
P30777	reviewed	YGL142C
P30775	reviewed	YGL143C
P53118	reviewed	YGL144C
P33891	reviewed	YGL145W
P53117	reviewed	YGL146C
P05738	reviewed	YGL147C
P28777	reviewed	YGL148W
P53115	reviewed	YGL150C
P53114	reviewed	YGL151W
P53112	reviewed	YGL153W
P50113	reviewed	YGL154C
P18898	reviewed	YGL155W
P22855	reviewed	YGL156W
P53111	reviewed	YGL157W
P38622	reviewed	YGL158W
P53110	reviewed	YGL159W
P53109	reviewed	YGL160W
P53108	reviewed	YGL161C
P53032	reviewed	YGL162W
P32863	reviewed	YGL163C
P53107	reviewed	YGL164C
P15315	reviewed	YGL166W
P13586	reviewed	YGL167C
P45820	reviewed	YGL168W
P32579	reviewed	YGL169W
P45819	reviewed	YGL170C
P45818	reviewed	YGL171W
Q02199	reviewed	YGL172W
P22147	reviewed	YGL173C
P46947	reviewed	YGL174W
P46946	reviewed	YGL175C
P46945	reviewed	YGL176C
P39016	reviewed	YGL178W
P43637	reviewed	YGL179C
P53104	reviewed	YGL180W
P40956	reviewed	YGL181W
P53102	reviewed	YGL183C
P53101	reviewed	YGL184C
P53100	reviewed	YGL185C
P53099	reviewed	YGL186C
P04037	reviewed	YGL187C
Q8TGU1	reviewed	YGL188C-A
P39938	reviewed	YGL189C
Q00362	reviewed	YGL190C
P32799	reviewed	YGL191W
P41833	reviewed	YGL192W
P53097	reviewed	YGL193C
P53096	reviewed	YGL194C
Q2V2P6	reviewed	YGL194C-A
P33892	reviewed	YGL195W
P53095	reviewed	YGL196W
P53094	reviewed	YGL197W
P53093	reviewed	YGL198W
P32803	reviewed	YGL200C
P53091	reviewed	YGL201C
P53090	reviewed	YGL202W
P09620	reviewed	YGL203C
P13711	reviewed	YGL205W
P22137	reviewed	YGL206C
P32558	reviewed	YGL207W
P34164	reviewed	YGL208W
P53035	reviewed	YGL209W
P51996	reviewed	YGL210W
P53088	reviewed	YGL211W
P32912	reviewed	YGL212W
Q02793	reviewed	YGL213C
P35190	reviewed	YGL215W
P53086	reviewed	YGL216W
P53083	reviewed	YGL219C
P53082	reviewed	YGL220W
P53081	reviewed	YGL221C
P53080	reviewed	YGL222C
P53079	reviewed	YGL223C
P53078	reviewed	YGL224C
P40107	reviewed	YGL225W
Q92316	reviewed	YGL226C-A
P53077	reviewed	YGL226W
P53076	reviewed	YGL227W
P53075	reviewed	YGL228W
P53036	reviewed	YGL229C
P53074	reviewed	YGL230C
P53073	reviewed	YGL231C
P53072	reviewed	YGL232W
P22224	reviewed	YGL233W
P07244	reviewed	YGL234W
P53071	reviewed	YGL235W
P53070	reviewed	YGL236C
P06774	reviewed	YGL237C
P33307	reviewed	YGL238W
P53068	reviewed	YGL240W
P53067	reviewed	YGL241W
P53066	reviewed	YGL242C
P53065	reviewed	YGL243W
P53064	reviewed	YGL244W
P46655	reviewed	YGL245W
P53063	reviewed	YGL246C
P53062	reviewed	YGL247W
P22434	reviewed	YGL248W
P53061	reviewed	YGL249W
P53060	reviewed	YGL250W
P51979	reviewed	YGL251C
P32608	reviewed	YGL252C
P04807	reviewed	YGL253W
P32805	reviewed	YGL254W
P32804	reviewed	YGL255W
P10127	reviewed	YGL256W
P53059	reviewed	YGL257C
P53058	reviewed	YGL258W
Q3E740	reviewed	YGL258W-A
P53057	reviewed	YGL259W
P53056	reviewed	YGL260W
P0CE92	reviewed	YAL068C,YGL261C
P0CE93	reviewed	YAL068C,YGL261C
Q3E770	reviewed	YAL068C,YGL261C
P53054	reviewed	YGL262W
P53053	reviewed	YGL263W
P53200	reviewed	YGR001C
P53201	reviewed	YGR002C
P53202	reviewed	YGR003W
P53203	reviewed	YGR004W
P41896	reviewed	YGR005C
P33411	reviewed	YGR006W
P33412	reviewed	YGR007W
P16965	reviewed	YGR008C
P40357	reviewed	YGR009C
P53204	reviewed	YGR010W
P53206	reviewed	YGR012W
P53207	reviewed	YGR013W
P32334	reviewed	YGR014W
P53208	reviewed	YGR015C
P53209	reviewed	YGR016W
P53210	reviewed	YGR017W
P53211	reviewed	YGR018C
P17649	reviewed	YGR019W
P39111	reviewed	YGR020C
P53212	reviewed	YGR021W
P53214	reviewed	YGR023W
P53215	reviewed	YGR024C
P53217	reviewed	YGR026W
Q3E792	reviewed	YGR027C
P28737	reviewed	YGR028W
P27882	reviewed	YGR029W
P53218	reviewed	YGR030C
P53219	reviewed	YGR031W
P40989	reviewed	YGR032W
P53220	reviewed	YGR033C
P53221	reviewed	YGR034W
P53222	reviewed	YGR035C
Q45U48	reviewed	YGR035W-A
P53223	reviewed	YGR036C
P31787	reviewed	YGR037C
P53224	reviewed	YGR038W
P14681	reviewed	YGR040W
P53226	reviewed	YGR041W
P53227	reviewed	YGR042W
P53228	reviewed	YGR043C
P32338	reviewed	YGR044C
P53230	reviewed	YGR046W
P33339	reviewed	YGR047C
P53044	reviewed	YGR048W
P32564	reviewed	YGR049W
P53231	reviewed	YGR050C
P53233	reviewed	YGR052W
P53234	reviewed	YGR053C
P53235	reviewed	YGR054W
P50276	reviewed	YGR055W
P53236	reviewed	YGR056W
P53237	reviewed	YGR057C
P53238	reviewed	YGR058W
P41901	reviewed	YGR059W
P53045	reviewed	YGR060W
P38972	reviewed	YGR061C
P53239	reviewed	YGR062C
P32914	reviewed	YGR063C
P53241	reviewed	YGR065C
P53242	reviewed	YGR066C
P53243	reviewed	YGR067C
P53244	reviewed	YGR068C
P53046	reviewed	YGR070W
P53246	reviewed	YGR071C
P48412	reviewed	YGR072W
Q02260	reviewed	YGR074W
Q00723	reviewed	YGR075C
P23369	reviewed	YGR076C
P53248	reviewed	YGR077C
P48363	reviewed	YGR078C
P53249	reviewed	YGR079W
P53250	reviewed	YGR080W
P53251	reviewed	YGR081C
P35180	reviewed	YGR082W
P12754	reviewed	YGR083C
P12686	reviewed	YGR084C
Q3E757	reviewed	YGR085C
P53252	reviewed	YGR086C
P26263	reviewed	YGR087C
P06115	reviewed	YGR088W
P53253	reviewed	YGR089W
P53254	reviewed	YGR090W
P49704	reviewed	YGR091W
P22204	reviewed	YGR092W
P53255	reviewed	YGR093W
P07806	reviewed	YGR094W
P53256	reviewed	YGR095C
P53257	reviewed	YGR096W
P48361	reviewed	YGR097W
Q03018	reviewed	YGR098C
P53038	reviewed	YGR099W
P53258	reviewed	YGR100W
P53259	reviewed	YGR101W
P53260	reviewed	YGR102C
P53261	reviewed	YGR103W
P32585	reviewed	YGR104C
P41806	reviewed	YGR105W
P53262	reviewed	YGR106C
P24868	reviewed	YGR108W
P32943	reviewed	YGR109C
P53264	reviewed	YGR110W
P53265	reviewed	YGR111W
P53266	reviewed	YGR112W
P53267	reviewed	YGR113W
P23615	reviewed	YGR116W
P53270	reviewed	YGR117C
P48837	reviewed	YGR119C
P53271	reviewed	YGR120C
P40260	reviewed	YGR121C
Q3E816	reviewed	YGR121W-A
P53272	reviewed	YGR122W
P53043	reviewed	YGR123C
P49090	reviewed	YGR124W
P53273	reviewed	YGR125W
P53274	reviewed	YGR126W
P53275	reviewed	YGR127W
P53276	reviewed	YGR128C
P53277	reviewed	YGR129W
P53278	reviewed	YGR130C
P53279	reviewed	YGR131W
P40961	reviewed	YGR132C
P29340	reviewed	YGR133W
P53280	reviewed	YGR134W
P23638	reviewed	YGR135W
P53281	reviewed	YGR136W
P53283	reviewed	YGR138C
P32504	reviewed	YGR140W
P53285	reviewed	YGR141W
P53286	reviewed	YGR142W
P33336	reviewed	YGR143W
P32318	reviewed	YGR144W
P48234	reviewed	YGR145W
P48235	reviewed	YGR146C
Q8TGT9	reviewed	YGR146C-A
P37293	reviewed	YGR147C
P24000	reviewed	YGR148C
P48236	reviewed	YGR149W
P48237	reviewed	YGR150C
P13856	reviewed	YGR152C
P48238	reviewed	YGR153W
P48239	reviewed	YGR154C
P32582	reviewed	YGR155W
P39927	reviewed	YGR156W
P05374	reviewed	YGR157W
P48240	reviewed	YGR158C
P27476	reviewed	YGR159C
P53289	reviewed	YGR161C
Q3E744	reviewed	YGR161W-C
P39935	reviewed	YGR162W
P53290	reviewed	YGR163W
P53292	reviewed	YGR165W
P32893	reviewed	YGR166W
P17891	reviewed	YGR167W
P53293	reviewed	YGR168C
P53294	reviewed	YGR169C
Q3E772	reviewed	YGR169C-A
P53037	reviewed	YGR170W
P22438	reviewed	YGR171C
P53039	reviewed	YGR172C
P53295	reviewed	YGR173W
Q8TGT8	reviewed	YGR174W-A
P32476	reviewed	YGR175C
P53296	reviewed	YGR177C
P53297	reviewed	YGR178C
P53298	reviewed	YGR179C
P49723	reviewed	YGR180C
P53299	reviewed	YGR181W
P22289	reviewed	YGR183C
P19812	reviewed	YGR184C
P36421	reviewed	YGR185C
P41895	reviewed	YGR186W
P48362	reviewed	YGR187C
P41695	reviewed	YGR188C
P53301	reviewed	YGR189C
P06775	reviewed	YGR191W
P00359	reviewed	YGR192C
P16451	reviewed	YGR193C
P42826	reviewed	YGR194C
P46948	reviewed	YGR195W
P46949	reviewed	YGR196C
P46950	reviewed	YGR197C
P46951	reviewed	YGR198W
P42934	reviewed	YGR199W
P42935	reviewed	YGR200C
P42936	reviewed	YGR201C
P13259	reviewed	YGR202C
P42937	reviewed	YGR203W
Q8TGT7	reviewed	YGR204C-A
P07245	reviewed	YGR204W
P42938	reviewed	YGR205W
P42939	reviewed	YGR206W
P42940	reviewed	YGR207C
P42941	reviewed	YGR208W
P22803	reviewed	YGR209C
P42942	reviewed	YGR210C
P53303	reviewed	YGR211W
P53304	reviewed	YGR212W
P53047	reviewed	YGR213C
P32905	reviewed	YGR214W
P53305	reviewed	YGR215W
P53306	reviewed	YGR216C
P50077	reviewed	YGR217W
P30822	reviewed	YGR218W
P31334	reviewed	YGR220C
P50078	reviewed	YGR221C
P10834	reviewed	YGR222W
P50079	reviewed	YGR223C
P50080	reviewed	YGR224W
P50082	reviewed	YGR225W
P50076	reviewed	YGR227W
P32566	reviewed	YGR229C
P50084	reviewed	YGR230W
P50085	reviewed	YGR231C
P50086	reviewed	YGR232W
P17442	reviewed	YGR233C
P39676	reviewed	YGR234W
P50087	reviewed	YGR235C
P50088	reviewed	YGR236C
P50089	reviewed	YGR237C
P50090	reviewed	YGR238C
P50091	reviewed	YGR239C
P16861	reviewed	YGR240C
Q3E786	reviewed	YGR240C-A
P53309	reviewed	YGR241C
P53311	reviewed	YGR243W
P53312	reviewed	YGR244C
P53313	reviewed	YGR245C
P29056	reviewed	YGR246C
P53314	reviewed	YGR247W
P53315	reviewed	YGR248W
P53050	reviewed	YGR249W
P53316	reviewed	YGR250C
P53317	reviewed	YGR251W
Q03330	reviewed	YGR252W
P32379	reviewed	YGR253C
P00924	reviewed	YGR254W
P53318	reviewed	YGR255C
P53319	reviewed	YGR256W
P53320	reviewed	YGR257C
P07276	reviewed	YGR258C
P53322	reviewed	YGR260W
P46682	reviewed	YGR261C
P53323	reviewed	YGR262C
P53324	reviewed	YGR263C
P00958	reviewed	YGR264C
P53326	reviewed	YGR266W
P51601	reviewed	YGR267C
P40325	reviewed	YGR268C
P40340	reviewed	YGR270W
Q3E705	reviewed	YGR271C-A
P53327	reviewed	YGR271W
P53329	reviewed	YGR273C
P46677	reviewed	YGR274C
P53330	reviewed	YGR275W
P53331	reviewed	YGR276C
P53332	reviewed	YGR277C
P53333	reviewed	YGR278W
P53334	reviewed	YGR279C
P53335	reviewed	YGR280C
P53049	reviewed	YGR281W
P15703	reviewed	YGR282C
P53336	reviewed	YGR283C
P53337	reviewed	YGR284C
P32527	reviewed	YGR285C
P32451	reviewed	YGR286C
P53051	reviewed	YGR287C
P53338	reviewed	YGR288W
P53048	reviewed	YGR289C
P53341	reviewed	YGR292W
P53343	reviewed	YGR294W
P53344	reviewed	YGR295C
P38754	reviewed	YHL001W
P38753	reviewed	YHL002W
P38703	reviewed	YHL003C
P32902	reviewed	YHL004W
P38751	reviewed	YHL006C
Q03497	reviewed	YHL007C
P38750	reviewed	YHL008C
P38749	reviewed	YHL009C
P38748	reviewed	YHL010C
P38689	reviewed	YHL011C
P38709	reviewed	YHL012W
P38747	reviewed	YHL013C
P38746	reviewed	YHL014C
P38701	reviewed	YHL015W
Q3E7Z6	reviewed	YHL015W-A
P33413	reviewed	YHL016C
P38745	reviewed	YHL017W
P38744	reviewed	YHL018W
P38700	reviewed	YHL019C
P21957	reviewed	YHL020C
P23180	reviewed	YHL021C
P23179	reviewed	YHL022C
P38742	reviewed	YHL023C
P38741	reviewed	YHL024W
P18888	reviewed	YHL025W
P38740	reviewed	YHL026C
P33400	reviewed	YHL027W
P38739	reviewed	YHL028W
P38738	reviewed	YHL029C
P38737	reviewed	YHL030W
P38736	reviewed	YHL031C
P32190	reviewed	YHL032C
P17076	reviewed	YHL033C
P10080	reviewed	YHL034C
P38735	reviewed	YHL035C
P38734	reviewed	YHL036W
P03874	reviewed	YHL038C
P38732	reviewed	YHL039W
P38731	reviewed	YHL040C
P38729	reviewed	YHL042W
P38728	reviewed	YHL043W
P38727	reviewed	YHL044W
P38725	reviewed	YHL046C
P38724	reviewed	YHL047C
Q3E758	reviewed	YHL048C-A
P38723	reviewed	YHL048W
P38722	reviewed	YHL049C
P38721	reviewed	YHL050C
P38755	reviewed	YHR001W
P37299	reviewed	YHR001W-A
P38702	reviewed	YHR002W
P38756	reviewed	YHR003C
P38757	reviewed	YHR004C
P08539	reviewed	YHR005C
P87108	reviewed	YHR005C-A
P38704	reviewed	YHR006W
P10614	reviewed	YHR007C
Q07074	reviewed	YHR007C-A
P00447	reviewed	YHR008C
P38758	reviewed	YHR009C
P0C2H6	reviewed	YHR010W
P38705	reviewed	YHR011W
P38759	reviewed	YHR012W
P07347	reviewed	YHR013C
P23624	reviewed	YHR014W
P38760	reviewed	YHR015W
P32793	reviewed	YHR016C
P32792	reviewed	YHR017W
P04076	reviewed	YHR018C
P38707	reviewed	YHR019C
P38708	reviewed	YHR020W
P38711	reviewed	YHR021C
O13529	reviewed	YHR021W-A
P38763	reviewed	YHR022C
Q8TGT6	reviewed	YHR022C-A
P08964	reviewed	YHR023W
P11914	reviewed	YHR024C
P17423	reviewed	YHR025W
P23968	reviewed	YHR026W
P38764	reviewed	YHR027C
P18962	reviewed	YHR028C
P38765	reviewed	YHR029C
Q00772	reviewed	YHR030C
P38766	reviewed	YHR031C
P38767	reviewed	YHR032W
P38690	reviewed	YHR033W
P38768	reviewed	YHR034C
P38769	reviewed	YHR035W
P38770	reviewed	YHR036W
P07275	reviewed	YHR037W
P38771	reviewed	YHR038W
P38694	reviewed	YHR039C
P48836	reviewed	YHR039C-A
P38772	reviewed	YHR040W
P34162	reviewed	YHR041C
P16603	reviewed	YHR042W
P38773	reviewed	YHR043C
P38774	reviewed	YHR044C
P38775	reviewed	YHR045W
P38710	reviewed	YHR046C
P37898	reviewed	YHR047C
P38776	reviewed	YHR048W
P38777	reviewed	YHR049W
P38778	reviewed	YHR050W
Q05451	reviewed	YHR050W-A
P00427	reviewed	YHR051W
P38779	reviewed	YHR052W
P38780	reviewed	YHR054C
P0CX80	reviewed	YHR053C,YHR055C
P0CX81	reviewed	YHR053C,YHR055C
P38781	reviewed	YHR056C
P23285	reviewed	YHR057C
P38782	reviewed	YHR058C
P38783	reviewed	YHR059W
P38784	reviewed	YHR060W
P38785	reviewed	YHR061C
P38786	reviewed	YHR062C
P38787	reviewed	YHR063C
P38788	reviewed	YHR064C
P38712	reviewed	YHR065C
P38789	reviewed	YHR066W
P38790	reviewed	YHR067W
P38791	reviewed	YHR068W
P38792	reviewed	YHR069C
P38793	reviewed	YHR070W
P38794	reviewed	YHR071W
P38604	reviewed	YHR072W
Q6Q547	reviewed	YHR072W-A
P38713	reviewed	YHR073W
P38795	reviewed	YHR074W
P38796	reviewed	YHR075C
P38797	reviewed	YHR076W
P38798	reviewed	YHR077C
P38799	reviewed	YHR078W
P32361	reviewed	YHR079C
P89114	reviewed	YHR079C-A
P38800	reviewed	YHR080C
P38801	reviewed	YHR081W
P38691	reviewed	YHR082C
P14693	reviewed	YHR083W
P13574	reviewed	YHR084W
P38803	reviewed	YHR085W
Q00539	reviewed	YHR086W
Q3E746	reviewed	YHR086W-A
P38804	reviewed	YHR087W
P38805	reviewed	YHR088W
P28007	reviewed	YHR089C
P38806	reviewed	YHR090C
P38714	reviewed	YHR091C
P32467	reviewed	YHR092C
P32465	reviewed	YHR094C
P38695	reviewed	YHR096C
P38809	reviewed	YHR097C
P38810	reviewed	YHR098C
P38811	reviewed	YHR099W
P38812	reviewed	YHR100C
P38813	reviewed	YHR101C
P38692	reviewed	YHR102W
P38814	reviewed	YHR103W
P38715	reviewed	YHR104W
P38815	reviewed	YHR105W
P38816	reviewed	YHR106W
P32468	reviewed	YHR107C
P38817	reviewed	YHR108W
P38818	reviewed	YHR109W
P38819	reviewed	YHR110W
P38820	reviewed	YHR111W
P38716	reviewed	YHR112C
P38821	reviewed	YHR113W
P38822	reviewed	YHR114W
P38823	reviewed	YHR115C
P38824	reviewed	YHR116W
P38825	reviewed	YHR117W
P38826	reviewed	YHR118C
P38827	reviewed	YHR119W
P25846	reviewed	YHR120W
P38828	reviewed	YHR121W
P38829	reviewed	YHR122W
P22140	reviewed	YHR123W
P38830	reviewed	YHR124W
P38832	reviewed	YHR126C
P38833	reviewed	YHR127W
P18562	reviewed	YHR128W
P38696	reviewed	YHR129C
P38835	reviewed	YHR131C
P38836	reviewed	YHR132C
Q9P305	reviewed	YHR132W-A
P38837	reviewed	YHR133C
P38838	reviewed	YHR134W
P23291	reviewed	YHR135C
P38839	reviewed	YHR136C
P38840	reviewed	YHR137W
P38841	reviewed	YHR138C
P13130	reviewed	YHR139C
P38842	reviewed	YHR140W
P38843	reviewed	YHR142W
P38844	reviewed	YHR143W
P40422	reviewed	YHR143W-A
P06773	reviewed	YHR144C
P38845	reviewed	YHR146W
P32904	reviewed	YHR147C
P32899	reviewed	YHR148W
P32900	reviewed	YHR149C
P38848	reviewed	YHR150W
P38849	reviewed	YHR151C
P17123	reviewed	YHR152W
P17122	reviewed	YHR153C
P38850	reviewed	YHR154W
P38851	reviewed	YHR155W
P38852	reviewed	YHR156C
P33323	reviewed	YHR157W
P38853	reviewed	YHR158C
P38854	reviewed	YHR159W
P38855	reviewed	YHR160C
P38856	reviewed	YHR161C
P38857	reviewed	YHR162W
P38858	reviewed	YHR163W
P38859	reviewed	YHR164C
P33334	reviewed	YHR165C
P16522	reviewed	YHR166C
O13539	reviewed	YHR167W
P38860	reviewed	YHR168W
P38719	reviewed	YHR169W
P38861	reviewed	YHR170W
P38862	reviewed	YHR171W
P38863	reviewed	YHR172W
P00925	reviewed	YHR174W
P38865	reviewed	YHR175W
Q3E815	reviewed	YHR175W-A
P38866	reviewed	YHR176W
P38867	reviewed	YHR177W
P38699	reviewed	YHR178W
Q03558	reviewed	YHR179W
P38869	reviewed	YHR181W
P38870	reviewed	YHR182W
P38720	reviewed	YHR183W
P38871	reviewed	YHR184W
P38872	reviewed	YHR185C
P38873	reviewed	YHR186C
P38874	reviewed	YHR187W
P38875	reviewed	YHR188C
P38876	reviewed	YHR189W
P29704	reviewed	YHR190W
P38877	reviewed	YHR191C
P38878	reviewed	YHR192W
P38879	reviewed	YHR193C
P38880	reviewed	YHR194W
P38881	reviewed	YHR195W
P38882	reviewed	YHR196W
P38883	reviewed	YHR197W
P38884	reviewed	YHR198C
P38885	reviewed	YHR199C
Q3E7Y6	reviewed	YHR199C-A
P38886	reviewed	YHR200W
P38698	reviewed	YHR201C
P38887	reviewed	YHR202W
P38888	reviewed	YHR204W
P11792	reviewed	YHR205W
P38889	reviewed	YHR206W
P38890	reviewed	YHR207C
P38891	reviewed	YHR208W
P38892	reviewed	YHR209W
P38893	reviewed	YHR210C
P38894	reviewed	YHR211W
P0CX90	reviewed	YHR212W-A
P0CX91	reviewed	YHR212W-A
P0CI66	reviewed	YHR213W
P0CI67	reviewed	YHR213W
Q8TGT4	reviewed	YHR213W-A
Q8TGK1	reviewed	YHR213W-B
P0CX18	reviewed	YAR066W,YHR214W
P0CX19	reviewed	YAR066W,YHR214W
P38693	reviewed	YHR215W
P38697	reviewed	YHR216W
P38899	reviewed	YHR218W
P38900	reviewed	YHR219W
P40560	reviewed	YIL001W
P40559	reviewed	YIL002C
Q3E7Z5	reviewed	YIL002W-A
P40558	reviewed	YIL003W
P22804	reviewed	YIL004C
P40557	reviewed	YIL005W
P40556	reviewed	YIL006W
P40555	reviewed	YIL007C
P40554	reviewed	YIL008W
Q03096	reviewed	YIL009C-A
P39002	reviewed	YIL009W
P40553	reviewed	YIL010W
P40552	reviewed	YIL011W
P40550	reviewed	YIL013C
Q02598	reviewed	YIL014C-A
P40549	reviewed	YIL014W
P12630	reviewed	YIL015W
P40548	reviewed	YIL016W
P40547	reviewed	YIL017C
P0CX45	reviewed	YFR031C-A,YIL018W
P0CX46	reviewed	YFR031C-A,YIL018W
P40546	reviewed	YIL019W
P40545	reviewed	YIL020C
P16370	reviewed	YIL021W
Q01852	reviewed	YIL022W
P40544	reviewed	YIL023C
P40543	reviewed	YIL024C
P40541	reviewed	YIL026C
P40540	reviewed	YIL027C
P40538	reviewed	YIL029C
P40318	reviewed	YIL030C
P40537	reviewed	YIL031W
P07278	reviewed	YIL033C
P13517	reviewed	YIL034C
P15790	reviewed	YIL035C
P40535	reviewed	YIL036W
P40534	reviewed	YIL037C
P06102	reviewed	YIL038C
P40533	reviewed	YIL039W
P40532	reviewed	YIL040W
P40531	reviewed	YIL041W
P40530	reviewed	YIL042C
P38626	reviewed	YIL043C
P40529	reviewed	YIL044C
P40187	reviewed	YIL045W
P39014	reviewed	YIL046W
Q3E7Z4	reviewed	YIL046W-A
P40528	reviewed	YIL047C
P40527	reviewed	YIL048W
P40526	reviewed	YIL049W
P40186	reviewed	YIL050W
P40185	reviewed	YIL051C
P40525	reviewed	YIL052C
P41277	reviewed	YIL053W
P40524	reviewed	YIL054W
P40523	reviewed	YIL055C
P40522	reviewed	YIL056W
P40188	reviewed	YIL057C
P40519	reviewed	YIL060W
Q00916	reviewed	YIL061C
P40518	reviewed	YIL062C
P40517	reviewed	YIL063C
P40516	reviewed	YIL064W
P40515	reviewed	YIL065C
P21672	reviewed	YIL066C
P40514	reviewed	YIL067C
P32844	reviewed	YIL068C
P0CX31	reviewed	YER074W,YIL069C
P0CX32	reviewed	YER074W,YIL069C
P40513	reviewed	YIL070C
P40512	reviewed	YIL071C
P20050	reviewed	YIL072W
P40511	reviewed	YIL073C
P40510	reviewed	YIL074C
P32565	reviewed	YIL075C
P40509	reviewed	YIL076W
P40508	reviewed	YIL077C
P04801	reviewed	YIL078W
P40507	reviewed	YIL079C
P40506	reviewed	YIL083C
P40505	reviewed	YIL084C
P40504	reviewed	YIL085C
P40502	reviewed	YIL087C
P40501	reviewed	YIL088C
P40500	reviewed	YIL089W
P40499	reviewed	YIL090W
P40498	reviewed	YIL091C
P40497	reviewed	YIL092W
P40496	reviewed	YIL093C
P40495	reviewed	YIL094C
P40494	reviewed	YIL095W
P40493	reviewed	YIL096C
P40492	reviewed	YIL097W
P40491	reviewed	YIL098C
P08019	reviewed	YIL099W
P40489	reviewed	YIL101C
P40488	reviewed	YIL102C
P40487	reviewed	YIL103W
P40486	reviewed	YIL104C
P40485	reviewed	YIL105C
P40484	reviewed	YIL106W
P40433	reviewed	YIL107C
P40483	reviewed	YIL108W
P40482	reviewed	YIL109C
P40481	reviewed	YIL110W
P40480	reviewed	YIL112W
P40479	reviewed	YIL113W
P40478	reviewed	YIL114C
P40477	reviewed	YIL115C
P07172	reviewed	YIL116W
P40476	reviewed	YIL117C
Q00245	reviewed	YIL118W
P23250	reviewed	YIL119C
P40475	reviewed	YIL120W
P40474	reviewed	YIL121W
P40473	reviewed	YIL122W
P40472	reviewed	YIL123W
P40471	reviewed	YIL124W
P20967	reviewed	YIL125W
P32597	reviewed	YIL126W
P40470	reviewed	YIL127C
P40469	reviewed	YIL128W
P40468	reviewed	YIL129C
P40467	reviewed	YIL130W
