Entry	Status	yourlist:M201904245C475328CEF75220C360D524E9D456CE077D18J
Q02783	reviewed	YPL060W
P54115	reviewed	YPL061W
Q02776	reviewed	YPL063W
Q02770	reviewed	YPL064C
Q02767	reviewed	YPL065W
Q12194	reviewed	YPL066W
Q02754	reviewed	YPL067C
Q02749	reviewed	YPL068C
Q12051	reviewed	YPL069C
Q02866	reviewed	YPL070W
Q02864	reviewed	YPL071C
Q02863	reviewed	YPL072W
P40328	reviewed	YPL074W
P07261	reviewed	YPL075W
P46961	reviewed	YPL076W
Q02831	reviewed	YPL077C
P05626	reviewed	YPL078C
Q12672	reviewed	YPL079W
O13516	reviewed	YPL081W
P32333	reviewed	YPL082C
Q02825	reviewed	YPL083C
P48582	reviewed	YPL084W
P48415	reviewed	YPL085W
Q02908	reviewed	YPL086C
Q02896	reviewed	YPL087W
Q02895	reviewed	YPL088W
Q12224	reviewed	YPL089C
P0CX37	reviewed	YBR181C,YPL090C
P0CX38	reviewed	YBR181C,YPL090C
P41921	reviewed	YPL091W
P41930	reviewed	YPL092W
Q02892	reviewed	YPL093W
P21825	reviewed	YPL094C
Q02891	reviewed	YPL095C
P62651	reviewed	YPL096C-A
Q02890	reviewed	YPL096W
P48527	reviewed	YPL097W
Q02889	reviewed	YPL098C
Q02888	reviewed	YPL099C
Q02887	reviewed	YPL100W
Q02884	reviewed	YPL101W
Q02883	reviewed	YPL103C
P15179	reviewed	YPL104W
Q02875	reviewed	YPL105C
P32589	reviewed	YPL106C
Q02873	reviewed	YPL107W
Q02872	reviewed	YPL108W
Q02981	reviewed	YPL109C
Q02979	reviewed	YPL110C
P00812	reviewed	YPL111W
Q02969	reviewed	YPL112C
Q02961	reviewed	YPL113C
P32873	reviewed	YPL115C
Q02959	reviewed	YPL116W
P15496	reviewed	YPL117C
Q02950	reviewed	YPL118W
P24784	reviewed	YPL119C
Q3E751	reviewed	YPL119C-A
Q02948	reviewed	YPL120W
P32489	reviewed	YPL121C
Q02939	reviewed	YPL122C
Q02933	reviewed	YPL123C
P33419	reviewed	YPL124W
Q02932	reviewed	YPL125W
Q02931	reviewed	YPL126W
P53551	reviewed	YPL127C
Q02457	reviewed	YPL128C
P35189	reviewed	YPL129W
Q03029	reviewed	YPL130W
P26321	reviewed	YPL131W
P19516	reviewed	YPL132W
P19541	reviewed	YPL133C
Q03028	reviewed	YPL134C
Q03020	reviewed	YPL135W
Q03016	reviewed	YPL137C
Q03012	reviewed	YPL138C
Q03010	reviewed	YPL139C
P32491	reviewed	YPL140C
Q03002	reviewed	YPL141C
P05744	reviewed	YPL143W
Q12245	reviewed	YPL144W
P35844	reviewed	YPL145C
Q12080	reviewed	YPL146C
P41909	reviewed	YPL147W
Q12036	reviewed	YPL148C
Q12380	reviewed	YPL149W
Q12152	reviewed	YPL150W
Q12417	reviewed	YPL151C
Q12461	reviewed	YPL152W
Q8TGR9	reviewed	YPL152W-A
P22216	reviewed	YPL153C
P07267	reviewed	YPL154C
P28743	reviewed	YPL155C
Q12498	reviewed	YPL156C
Q12052	reviewed	YPL157W
Q99299	reviewed	YPL158C
Q99373	reviewed	YPL159C
P26637	reviewed	YPL160W
P39011	reviewed	YPL161C
Q12042	reviewed	YPL162C
Q12254	reviewed	YPL163C
Q12083	reviewed	YPL164C
Q12529	reviewed	YPL165C
Q12092	reviewed	YPL166W
P14284	reviewed	YPL167C
Q12467	reviewed	YPL168W
Q99257	reviewed	YPL169C
Q12091	reviewed	YPL170W
P41816	reviewed	YPL171C
P21592	reviewed	YPL172C
P36534	reviewed	YPL173W
P33420	reviewed	YPL174C
P32363	reviewed	YPL175W
Q08919	reviewed	YPL176C
P41817	reviewed	YPL177C
Q08920	reviewed	YPL178W
P32945	reviewed	YPL179W
Q08921	reviewed	YPL180W
Q08923	reviewed	YPL181W
Q08924	reviewed	YPL183C
O14464	reviewed	YPL183W-A
Q08925	reviewed	YPL184C
Q08926	reviewed	YPL186C
P01149	reviewed	YPL187W
Q06892	reviewed	YPL188W
Q3E823	reviewed	YPL189C-A
Q08929	reviewed	YPL189W
P38996	reviewed	YPL190C
Q08930	reviewed	YPL191C
Q08931	reviewed	YPL192C
Q08932	reviewed	YPL193W
Q08949	reviewed	YPL194W
Q08951	reviewed	YPL195W
Q08952	reviewed	YPL196W
Q12213	reviewed	YPL198W
Q08954	reviewed	YPL199C
Q08955	reviewed	YPL200W
Q08956	reviewed	YPL201C
Q08957	reviewed	YPL202C
P06245	reviewed	YPL203W
P29295	reviewed	YPL204W
Q08959	reviewed	YPL206C
Q08960	reviewed	YPL207W
Q08961	reviewed	YPL208W
P38991	reviewed	YPL209C
P38688	reviewed	YPL210C
Q08962	reviewed	YPL211W
Q12211	reviewed	YPL212C
Q08963	reviewed	YPL213W
P41835	reviewed	YPL214C
P21560	reviewed	YPL215W
Q08964	reviewed	YPL216W
Q08965	reviewed	YPL217C
P20606	reviewed	YPL218W
Q08966	reviewed	YPL219W
P0CX43	reviewed	YGL135W,YPL220W
P0CX44	reviewed	YGL135W,YPL220W
Q08967	reviewed	YPL221W
Q08968	reviewed	YPL222W
Q08969	reviewed	YPL223C
Q08970	reviewed	YPL224C
Q08971	reviewed	YPL225W
Q08972	reviewed	YPL226W
P40350	reviewed	YPL227C
O13297	reviewed	YPL228W
Q99395	reviewed	YPL229W
Q12132	reviewed	YPL230W
P19097	reviewed	YPL231W
P32867	reviewed	YPL232W
Q12143	reviewed	YPL233W
P32842	reviewed	YPL234C
Q12464	reviewed	YPL235W
Q12003	reviewed	YPL236C
P09064	reviewed	YPL237W
P46683	reviewed	YPL239W
P02829	reviewed	YPL240C
P46670	reviewed	YPL241C
Q12280	reviewed	YPL242C
P38687	reviewed	YPL243W
Q12520	reviewed	YPL244C
Q12179	reviewed	YPL245W
Q12270	reviewed	YPL246C
Q12523	reviewed	YPL247C
P04386	reviewed	YPL248C
Q12344	reviewed	YPL249C
O14455	reviewed	YPL249C-A
Q12048	reviewed	YPL250C
Q12184	reviewed	YPL252C
Q12045	reviewed	YPL253C
Q12060	reviewed	YPL254W
Q12365	reviewed	YPL255W
P20438	reviewed	YPL256C
Q08974	reviewed	YPL257W
Q08975	reviewed	YPL258C
Q00776	reviewed	YPL259C
Q08977	reviewed	YPL260W
P08417	reviewed	YPL262W
Q08979	reviewed	YPL263C
Q08980	reviewed	YPL264C
P53388	reviewed	YPL265W
P41819	reviewed	YPL266W
Q08981	reviewed	YPL267W
P32383	reviewed	YPL268W
P32526	reviewed	YPL269W
P33311	reviewed	YPL270W
P21306	reviewed	YPL271W
Q08984	reviewed	YPL272C
Q08985	reviewed	YPL273W
Q08986	reviewed	YPL274W
Q08989	reviewed	YPL277C
Q08990	reviewed	YPL278C
Q08991	reviewed	YPL279C
Q08992	reviewed	YPL280W
P0CX10	reviewed	YOR393W,YPL281C
P0CX11	reviewed	YOR393W,YPL281C
P0CE86	reviewed	YMR325W,YOR394W,YPL282C
P0CE87	reviewed	YMR325W,YOR394W,YPL282C
P0CX14	reviewed	YGR296W,YPL283C
P0CX15	reviewed	YGR296W,YPL283C
P43635	reviewed	YPR001W
Q12428	reviewed	YPR002W
P53394	reviewed	YPR003C
Q12480	reviewed	YPR004C
Q01766	reviewed	YPR005C
Q12031	reviewed	YPR006C
Q12188	reviewed	YPR007C
Q12753	reviewed	YPR008W
Q12286	reviewed	YPR009W
P22138	reviewed	YPR010C
A5Z2X5	reviewed	YPR010C-A
Q12251	reviewed	YPR011C
Q12145	reviewed	YPR013C
Q12531	reviewed	YPR015C
Q12522	reviewed	YPR016C
P32601	reviewed	YPR017C
Q12495	reviewed	YPR018W
P30665	reviewed	YPR019W
Q12233	reviewed	YPR020W
Q12482	reviewed	YPR021C
Q12139	reviewed	YPR022C
Q12432	reviewed	YPR023C
P32795	reviewed	YPR024W
P37366	reviewed	YPR025C
P48016	reviewed	YPR026W
Q12079	reviewed	YPR027C
Q12402	reviewed	YPR028W
Q12028	reviewed	YPR029C
Q12734	reviewed	YPR030W
Q12311	reviewed	YPR031W
Q12038	reviewed	YPR032W
P07263	reviewed	YPR033C
Q12406	reviewed	YPR034W
P32288	reviewed	YPR035W
P41807	reviewed	YPR036W
Q3E752	reviewed	YPR036W-A
Q12284	reviewed	YPR037C
Q12199	reviewed	YPR040W
P38431	reviewed	YPR041W
Q12221	reviewed	YPR042C
P0CX25	reviewed	YJR094W-A,YPR043W
P0CX26	reviewed	YJR094W-A,YPR043W
Q12049	reviewed	YPR045C
Q12262	reviewed	YPR046W
P08425	reviewed	YPR047W
Q12181	reviewed	YPR048W
Q12527	reviewed	YPR049C
Q03503	reviewed	YPR051W
P11632	reviewed	YPR052C
P41808	reviewed	YPR054W
P32855	reviewed	YPR055W
Q12004	reviewed	YPR056W
Q99177	reviewed	YPR057W
P32331	reviewed	YPR058W
P32178	reviewed	YPR060C
Q12350	reviewed	YPR061C
Q12178	reviewed	YPR062W
Q12160	reviewed	YPR063C
P25042	reviewed	YPR065W
Q99344	reviewed	YPR066W
Q12425	reviewed	YPR067W
Q12214	reviewed	YPR068C
Q12074	reviewed	YPR069C
Q12321	reviewed	YPR070W
Q12346	reviewed	YPR071W
Q12514	reviewed	YPR072W
P40347	reviewed	YPR073C
P23254	reviewed	YPR074C
Q06810	reviewed	YPR075C
Q06813	reviewed	YPR078C
Q06815	reviewed	YPR079W
P02994	reviewed	YBR118W,YPR080W
Q06817	reviewed	YPR081C
Q06819	reviewed	YPR082C
Q06820	reviewed	YPR083W
Q06821	reviewed	YPR084W
Q06822	reviewed	YPR085C
P29055	reviewed	YPR086W
P20424	reviewed	YPR088C
O13585	reviewed	YPR089W
Q06833	reviewed	YPR091C
Q06834	reviewed	YPR093C
Q06835	reviewed	YPR094W
Q06836	reviewed	YPR095C
O13587	reviewed	YPR096C
Q06839	reviewed	YPR097W
Q06089	reviewed	YPR098C
Q06090	reviewed	YPR100W
Q06091	reviewed	YPR101W
P0C0W9	reviewed	YPR102C
P30656	reviewed	YPR103W
P39521	reviewed	YPR104C
Q06096	reviewed	YPR105C
Q06098	reviewed	YPR106W
Q06102	reviewed	YPR107C
Q06103	reviewed	YPR108W
Q3E7B3	reviewed	YPR108W-A
Q06104	reviewed	YPR109W
P07703	reviewed	YPR110C
P32328	reviewed	YPR111W
Q06106	reviewed	YPR112C
P06197	reviewed	YPR113W
Q06107	reviewed	YPR114W
Q06108	reviewed	YPR115W
Q06109	reviewed	YPR116W
Q06116	reviewed	YPR117W
Q06489	reviewed	YPR118W
P24869	reviewed	YPR119W
P30283	reviewed	YPR120C
Q06490	reviewed	YPR121W
P40851	reviewed	YPR122W
P49573	reviewed	YPR124W
Q06493	reviewed	YPR125W
Q06494	reviewed	YPR127W
Q06497	reviewed	YPR128C
P45978	reviewed	YPR129W
Q06504	reviewed	YPR131C
P0CX29	reviewed	YGR118W,YPR132W
P0CX30	reviewed	YGR118W,YPR132W
Q06505	reviewed	YPR133C
P80967	reviewed	YPR133W-A
P08593	reviewed	YPR134W
Q01454	reviewed	YPR135W
Q06506	reviewed	YPR137W
P53390	reviewed	YPR138C
Q06508	reviewed	YPR139C
Q06510	reviewed	YPR140W
P17119	reviewed	YPR141C
Q06511	reviewed	YPR143W
Q06512	reviewed	YPR144C
Q2V2P0	reviewed	YPR145C-A
P49089	reviewed	YPR145W
Q06522	reviewed	YPR147C
Q06523	reviewed	YPR148C
Q12207	reviewed	YPR149W
Q06524	reviewed	YPR151C
Q06525	reviewed	YPR152C
Q06537	reviewed	YPR153W
Q06449	reviewed	YPR154W
Q12374	reviewed	YPR155C
Q06451	reviewed	YPR156C
Q06466	reviewed	YPR157W
Q06469	reviewed	YPR158W
Q8TGQ7	reviewed	YPR159C-A
P32486	reviewed	YPR159W
P06738	reviewed	YPR160W
P23293	reviewed	YPR161C
P54791	reviewed	YPR162C
P34167	reviewed	YPR163C
Q06211	reviewed	YPR164W
P06780	reviewed	YPR165W
P10663	reviewed	YPR166C
P18408	reviewed	YPR167C
Q06213	reviewed	YPR168W
Q06214	reviewed	YPR169W
P0C5R9	reviewed	YPR170W-B
Q06604	reviewed	YPR171W
Q06608	reviewed	YPR172W
P52917	reviewed	YPR173C
Q06616	reviewed	YPR174C
P24482	reviewed	YPR175W
P20133	reviewed	YPR176C
P20053	reviewed	YPR178W
Q06623	reviewed	YPR179C
Q06624	reviewed	YPR180W
P15303	reviewed	YPR181C
P54999	reviewed	YPR182W
P14020	reviewed	YPR183W
Q06625	reviewed	YPR184W
Q06628	reviewed	YPR185W
P39933	reviewed	YPR186C
P20435	reviewed	YPR187W
Q06580	reviewed	YPR188C
P17883	reviewed	YPR189W
P32349	reviewed	YPR190C
P07257	reviewed	YPR191W
P0CD91	reviewed	YPR192W
Q06592	reviewed	YPR193C
Q06593	reviewed	YPR194C
Q06595	reviewed	YPR196W
P33335	reviewed	YPR198W
Q06596	reviewed	YPR199C
Q06597	reviewed	YPR200C
Q06598	reviewed	YPR201W
Q08993	reviewed	YPR202W
Q08994	reviewed	YPR203W
Q08995	reviewed	YPR204W
